,year,state,congressional_district,party,candidatevotes,totalvotes
0,1976,ALABAMA,1,REPUBLICAN,98257,157170
1,1976,ALABAMA,2,REPUBLICAN,90069,156362
2,1976,ALABAMA,3,DEMOCRAT,106935,108048
3,1976,ALABAMA,4,DEMOCRAT,141490,176022
4,1976,ALABAMA,5,DEMOCRAT,113553,113560
5,1976,ALABAMA,6,REPUBLICAN,92113,162518
6,1976,ALABAMA,7,DEMOCRAT,110496,110501
7,1976,ALASKA,0,REPUBLICAN,83722,118208
8,1976,ARIZONA,1,REPUBLICAN,96397,168119
9,1976,ARIZONA,2,DEMOCRAT,106054,182128
10,1976,ARIZONA,3,DEMOCRAT,88854,187165
11,1976,ARIZONA,4,REPUBLICAN,93154,191590
12,1976,ARKANSAS,1,DEMOCRAT,116217,168782
13,1976,ARKANSAS,2,DEMOCRAT,144780,167607
14,1976,ARKANSAS,3,REPUBLICAN,1,1
15,1976,ARKANSAS,4,DEMOCRAT,1,1
16,1976,CALIFORNIA,1,DEMOCRAT,160477,217016
17,1976,CALIFORNIA,2,REPUBLICAN,121290,216563
18,1976,CALIFORNIA,3,DEMOCRAT,139779,191854
19,1976,CALIFORNIA,4,DEMOCRAT,75844,151037
20,1976,CALIFORNIA,5,DEMOCRAT,103746,167754
21,1976,CALIFORNIA,6,DEMOCRAT,86493,130916
22,1976,CALIFORNIA,7,DEMOCRAT,147064,196816
23,1976,CALIFORNIA,8,DEMOCRAT,122342,196954
24,1976,CALIFORNIA,9,DEMOCRAT,116398,164391
25,1976,CALIFORNIA,10,DEMOCRAT,111992,155443
26,1976,CALIFORNIA,11,DEMOCRAT,107618,176194
27,1976,CALIFORNIA,12,REPUBLICAN,130332,196857
28,1976,CALIFORNIA,13,DEMOCRAT,135291,202611
29,1976,CALIFORNIA,14,DEMOCRAT,123285,169959
30,1976,CALIFORNIA,15,DEMOCRAT,92735,128435
31,1976,CALIFORNIA,16,DEMOCRAT,104545,195705
32,1976,CALIFORNIA,17,DEMOCRAT,103898,158168
33,1976,CALIFORNIA,18,REPUBLICAN,101658,158341
34,1976,CALIFORNIA,19,REPUBLICAN,124201,192923
35,1976,CALIFORNIA,20,REPUBLICAN,146158,217351
36,1976,CALIFORNIA,21,DEMOCRAT,101837,153109
37,1976,CALIFORNIA,22,REPUBLICAN,114769,183312
38,1976,CALIFORNIA,23,DEMOCRAT,130619,217053
39,1976,CALIFORNIA,24,DEMOCRAT,108296,159774
40,1976,CALIFORNIA,25,DEMOCRAT,57966,80625
41,1976,CALIFORNIA,26,REPUBLICAN,112619,171712
42,1976,CALIFORNIA,27,REPUBLICAN,114623,209611
43,1976,CALIFORNIA,28,DEMOCRAT,114612,142915
44,1976,CALIFORNIA,29,DEMOCRAT,82515,96602
45,1976,CALIFORNIA,30,DEMOCRAT,82767,111270
46,1976,CALIFORNIA,31,DEMOCRAT,83155,83155
47,1976,CALIFORNIA,32,DEMOCRAT,92034,127428
48,1976,CALIFORNIA,33,REPUBLICAN,95398,173205
49,1976,CALIFORNIA,34,DEMOCRAT,100988,199135
50,1976,CALIFORNIA,35,DEMOCRAT,87472,164237
51,1976,CALIFORNIA,36,DEMOCRAT,90830,147556
52,1976,CALIFORNIA,37,REPUBLICAN,133634,188007
53,1976,CALIFORNIA,38,DEMOCRAT,103317,162409
54,1976,CALIFORNIA,39,REPUBLICAN,122657,209402
55,1976,CALIFORNIA,40,REPUBLICAN,148512,250644
56,1976,CALIFORNIA,41,REPUBLICAN,128784,223374
57,1976,CALIFORNIA,42,DEMOCRAT,103062,135627
58,1976,CALIFORNIA,43,REPUBLICAN,173576,267051
59,1976,COLORADO,1,DEMOCRAT,103037,193610
60,1976,COLORADO,2,DEMOCRAT,121340,240278
61,1976,COLORADO,3,DEMOCRAT,89302,175232
62,1976,COLORADO,4,REPUBLICAN,119458,221018
63,1976,COLORADO,5,REPUBLICAN,126784,190851
64,1976,CONNECTICUT,1,DEMOCRAT,128479,225076
65,1976,CONNECTICUT,2,DEMOCRAT,142684,219308
66,1976,CONNECTICUT,3,DEMOCRAT,121623,222643
67,1976,CONNECTICUT,4,REPUBLICAN,126314,207058
68,1976,CONNECTICUT,5,REPUBLICAN,157009,236087
69,1976,CONNECTICUT,6,DEMOCRAT,134914,238300
70,1976,DELAWARE,0,REPUBLICAN,110636,215085
71,1976,FLORIDA,1,DEMOCRAT,1,1
72,1976,FLORIDA,2,DEMOCRAT,1,1
73,1976,FLORIDA,3,DEMOCRAT,1,1
74,1976,FLORIDA,4,DEMOCRAT,1,1
75,1976,FLORIDA,5,REPUBLICAN,138371,234631
76,1976,FLORIDA,6,REPUBLICAN,151371,232218
77,1976,FLORIDA,7,DEMOCRAT,102739,156338
78,1976,FLORIDA,8,DEMOCRAT,103360,178154
79,1976,FLORIDA,9,REPUBLICAN,130509,167139
80,1976,FLORIDA,10,REPUBLICAN,164273,247686
81,1976,FLORIDA,11,DEMOCRAT,199031,218437
82,1976,FLORIDA,12,REPUBLICAN,107268,199076
83,1976,FLORIDA,13,DEMOCRAT,127822,163179
84,1976,FLORIDA,14,DEMOCRAT,82665,113439
85,1976,FLORIDA,15,DEMOCRAT,121292,172233
86,1976,GEORGIA,1,DEMOCRAT,73826,73888
87,1976,GEORGIA,2,DEMOCRAT,95807,96026
88,1976,GEORGIA,3,DEMOCRAT,93174,105004
89,1976,GEORGIA,4,DEMOCRAT,110261,161412
90,1976,GEORGIA,5,DEMOCRAT,96056,144063
91,1976,GEORGIA,6,DEMOCRAT,77532,149944
92,1976,GEORGIA,7,DEMOCRAT,84587,153554
93,1976,GEORGIA,8,DEMOCRAT,90559,130186
94,1976,GEORGIA,9,DEMOCRAT,113245,143357
95,1976,GEORGIA,10,DEMOCRAT,94782,94864
96,1976,HAWAII,1,DEMOCRAT,60050,137602
97,1976,HAWAII,2,DEMOCRAT,124116,156099
98,1976,IDAHO,1,REPUBLICAN,95833,175495
99,1976,IDAHO,2,REPUBLICAN,84175,166412
100,1976,ILLINOIS,1,DEMOCRAT,126632,137193
101,1976,ILLINOIS,2,DEMOCRAT,127297,150335
102,1976,ILLINOIS,3,DEMOCRAT,115591,196365
103,1976,ILLINOIS,4,REPUBLICAN,124847,189772
104,1976,ILLINOIS,5,DEMOCRAT,119336,155092
105,1976,ILLINOIS,6,REPUBLICAN,106667,176027
106,1976,ILLINOIS,7,DEMOCRAT,88239,104094
107,1976,ILLINOIS,8,DEMOCRAT,105595,131107
108,1976,ILLINOIS,9,DEMOCRAT,121915,168983
109,1976,ILLINOIS,10,DEMOCRAT,106804,213414
110,1976,ILLINOIS,11,DEMOCRAT,135755,201440
111,1976,ILLINOIS,12,REPUBLICAN,151899,208553
112,1976,ILLINOIS,13,REPUBLICAN,109726,164266
113,1976,ILLINOIS,14,REPUBLICAN,176076,236588
114,1976,ILLINOIS,15,REPUBLICAN,102555,190231
115,1976,ILLINOIS,16,REPUBLICAN,114324,168328
116,1976,ILLINOIS,17,REPUBLICAN,113145,194365
117,1976,ILLINOIS,18,REPUBLICAN,108028,187130
118,1976,ILLINOIS,19,REPUBLICAN,132571,193539
119,1976,ILLINOIS,20,REPUBLICAN,137223,215857
120,1976,ILLINOIS,21,REPUBLICAN,137037,184035
121,1976,ILLINOIS,22,DEMOCRAT,129187,210289
122,1976,ILLINOIS,23,DEMOCRAT,128113,162938
123,1976,ILLINOIS,24,DEMOCRAT,152344,226110
124,1976,INDIANA,1,DEMOCRAT,121155,169911
125,1976,INDIANA,2,DEMOCRAT,117617,214845
126,1976,INDIANA,3,DEMOCRAT,101777,178871
127,1976,INDIANA,4,REPUBLICAN,107762,198183
128,1976,INDIANA,5,REPUBLICAN,127194,206001
129,1976,INDIANA,6,DEMOCRAT,105773,192627
130,1976,INDIANA,7,REPUBLICAN,130005,207360
131,1976,INDIANA,8,DEMOCRAT,109013,216026
132,1976,INDIANA,9,DEMOCRAT,136056,136056
133,1976,INDIANA,10,DEMOCRAT,114559,191449
134,1976,INDIANA,11,DEMOCRAT,115895,191859
135,1976,IOWA,1,REPUBLICAN,109694,211204
136,1976,IOWA,2,DEMOCRAT,102980,204550
137,1976,IOWA,3,REPUBLICAN,117957,208938
138,1976,IOWA,4,DEMOCRAT,145343,210356
139,1976,IOWA,5,DEMOCRAT,135600,209052
140,1976,IOWA,6,DEMOCRAT,133507,198002
141,1976,KANSAS,1,REPUBLICAN,142311,194772
142,1976,KANSAS,2,DEMOCRAT,88645,174861
143,1976,KANSAS,3,REPUBLICAN,123578,179865
144,1976,KANSAS,4,DEMOCRAT,90067,179168
145,1976,KANSAS,5,REPUBLICAN,109573,180625
146,1976,KENTUCKY,1,DEMOCRAT,118886,144985
147,1976,KENTUCKY,2,DEMOCRAT,79016,130920
148,1976,KENTUCKY,3,DEMOCRAT,80496,140744
149,1976,KENTUCKY,4,REPUBLICAN,97493,174502
150,1976,KENTUCKY,5,REPUBLICAN,100204,150473
151,1976,KENTUCKY,6,DEMOCRAT,90695,96493
152,1976,KENTUCKY,7,DEMOCRAT,110450,150831
153,1976,LOUISIANA,1,DEMOCRAT,61652,130558
154,1976,LOUISIANA,2,DEMOCRAT,85923,92827
155,1976,LOUISIANA,3,REPUBLICAN,109135,148863
156,1976,LOUISIANA,4,DEMOCRAT,76406,76406
157,1976,LOUISIANA,5,DEMOCRAT,83696,159270
158,1976,LOUISIANA,6,REPUBLICAN,99780,152992
159,1976,LOUISIANA,7,DEMOCRAT,117196,140610
160,1976,LOUISIANA,8,DEMOCRAT,106285,112811
161,1976,MAINE,1,REPUBLICAN,145523,253628
162,1976,MAINE,2,REPUBLICAN,169292,219547
163,1976,MARYLAND,1,REPUBLICAN,85919,158912
164,1976,MARYLAND,2,DEMOCRAT,139196,196303
165,1976,MARYLAND,3,DEMOCRAT,107014,143461
166,1976,MARYLAND,4,REPUBLICAN,95158,165013
167,1976,MARYLAND,5,DEMOCRAT,77836,134893
168,1976,MARYLAND,6,DEMOCRAT,126801,179004
169,1976,MARYLAND,7,DEMOCRAT,94991,100633
170,1976,MARYLAND,8,REPUBLICAN,111274,237652
171,1976,MASSACHUSETTS,1,REPUBLICAN,137652,215870
172,1976,MASSACHUSETTS,2,DEMOCRAT,134408,185755
173,1976,MASSACHUSETTS,3,DEMOCRAT,168520,168568
174,1976,MASSACHUSETTS,4,DEMOCRAT,109268,209835
175,1976,MASSACHUSETTS,5,DEMOCRAT,144217,214263
176,1976,MASSACHUSETTS,6,DEMOCRAT,121562,221813
177,1976,MASSACHUSETTS,7,DEMOCRAT,162126,210809
178,1976,MASSACHUSETTS,8,DEMOCRAT,133131,178850
179,1976,MASSACHUSETTS,9,DEMOCRAT,103901,149371
180,1976,MASSACHUSETTS,10,REPUBLICAN,176604,176691
181,1976,MASSACHUSETTS,11,DEMOCRAT,131789,191055
182,1976,MASSACHUSETTS,12,DEMOCRAT,222418,222504
183,1976,MICHIGAN,1,DEMOCRAT,126161,136582
184,1976,MICHIGAN,2,REPUBLICAN,95397,191738
185,1976,MICHIGAN,3,REPUBLICAN,99231,196158
186,1976,MICHIGAN,4,REPUBLICAN,107881,179737
187,1976,MICHIGAN,5,REPUBLICAN,109589,205438
188,1976,MICHIGAN,6,DEMOCRAT,108909,206504
189,1976,MICHIGAN,7,DEMOCRAT,124260,177582
190,1976,MICHIGAN,8,DEMOCRAT,110127,186632
191,1976,MICHIGAN,9,REPUBLICAN,146712,209701
192,1976,MICHIGAN,10,REPUBLICAN,118726,210184
193,1976,MICHIGAN,11,REPUBLICAN,118871,217115
194,1976,MICHIGAN,12,DEMOCRAT,94815,180867
195,1976,MICHIGAN,13,DEMOCRAT,83387,93687
196,1976,MICHIGAN,14,DEMOCRAT,107503,161666
197,1976,MICHIGAN,15,DEMOCRAT,117313,158550
198,1976,MICHIGAN,16,DEMOCRAT,121682,160344
199,1976,MICHIGAN,17,DEMOCRAT,112746,175573
200,1976,MICHIGAN,18,DEMOCRAT,123113,186195
201,1976,MICHIGAN,19,REPUBLICAN,131799,197645
202,1976,MINNESOTA,1,REPUBLICAN,158177,231773
203,1976,MINNESOTA,2,REPUBLICAN,148322,245810
204,1976,MINNESOTA,3,REPUBLICAN,149013,225459
205,1976,MINNESOTA,4,DEMOCRAT,133282,200599
206,1976,MINNESOTA,5,DEMOCRAT,138213,195596
207,1976,MINNESOTA,6,DEMOCRAT,147507,246708
208,1976,MINNESOTA,7,DEMOCRAT,174080,241627
209,1976,MINNESOTA,8,DEMOCRAT,206755,206755
210,1976,MISSISSIPPI,1,DEMOCRAT,93687,93687
211,1976,MISSISSIPPI,2,DEMOCRAT,75092,119173
212,1976,MISSISSIPPI,3,DEMOCRAT,129088,137409
213,1976,MISSISSIPPI,4,REPUBLICAN,101132,132991
214,1976,MISSISSIPPI,5,REPUBLICAN,104554,153278
215,1976,MISSOURI,1,DEMOCRAT,87310,133184
216,1976,MISSOURI,2,DEMOCRAT,111568,218379
217,1976,MISSOURI,3,DEMOCRAT,115109,180732
218,1976,MISSOURI,4,DEMOCRAT,115955,207560
219,1976,MISSOURI,5,DEMOCRAT,100876,148302
220,1976,MISSOURI,6,REPUBLICAN,120969,206661
221,1976,MISSOURI,7,REPUBLICAN,133656,215504
222,1976,MISSOURI,8,DEMOCRAT,132386,196647
223,1976,MISSOURI,9,DEMOCRAT,120325,215141
224,1976,MISSOURI,10,DEMOCRAT,131675,182699
225,1976,MONTANA,1,DEMOCRAT,111487,167784
226,1976,MONTANA,2,REPUBLICAN,84149,153121
227,1976,NEBRASKA,1,REPUBLICAN,146558,200268
228,1976,NEBRASKA,2,DEMOCRAT,106296,194775
229,1976,NEBRASKA,3,REPUBLICAN,150720,206765
230,1976,NEVADA,0,DEMOCRAT,153996,199863
231,1976,NEW HAMPSHIRE,1,DEMOCRAT,107806,158242
232,1976,NEW HAMPSHIRE,2,REPUBLICAN,100911,166703
233,1976,NEW JERSEY,1,DEMOCRAT,136624,194898
234,1976,NEW JERSEY,2,DEMOCRAT,141753,229668
235,1976,NEW JERSEY,3,DEMOCRAT,127164,204739
236,1976,NEW JERSEY,4,DEMOCRAT,113281,170868
237,1976,NEW JERSEY,5,REPUBLICAN,137803,206106
238,1976,NEW JERSEY,6,REPUBLICAN,125920,214304
239,1976,NEW JERSEY,7,DEMOCRAT,120526,213150
240,1976,NEW JERSEY,8,DEMOCRAT,108841,154196
241,1976,NEW JERSEY,9,REPUBLICAN,107454,202344
242,1976,NEW JERSEY,10,DEMOCRAT,88245,106775
243,1976,NEW JERSEY,11,DEMOCRAT,129026,190808
244,1976,NEW JERSEY,12,REPUBLICAN,136973,187282
245,1976,NEW JERSEY,13,DEMOCRAT,105291,209051
246,1976,NEW JERSEY,14,DEMOCRAT,73174,146768
247,1976,NEW JERSEY,15,DEMOCRAT,106170,179836
248,1976,NEW MEXICO,1,REPUBLICAN,162587,225546
249,1976,NEW MEXICO,2,DEMOCRAT,123563,175694
250,1976,NEW YORK,1,DEMOCRAT,129779,207468
251,1976,NEW YORK,2,DEMOCRAT,90172,159902
252,1976,NEW YORK,3,DEMOCRAT,94265,181439
253,1976,NEW YORK,4,REPUBLICAN,91304,190029
254,1976,NEW YORK,5,REPUBLICAN,98337,198234
255,1976,NEW YORK,6,DEMOCRAT,104374,181947
256,1976,NEW YORK,7,DEMOCRAT,82107,113373
257,1976,NEW YORK,8,DEMOCRAT,98954,137861
258,1976,NEW YORK,9,DEMOCRAT,53418,115195
259,1976,NEW YORK,10,DEMOCRAT,69019,115962
260,1976,NEW YORK,11,DEMOCRAT,84770,114458
261,1976,NEW YORK,12,DEMOCRAT,41297,49632
262,1976,NEW YORK,13,DEMOCRAT,102662,132224
263,1976,NEW YORK,14,DEMOCRAT,51934,65591
264,1976,NEW YORK,15,DEMOCRAT,59350,109487
265,1976,NEW YORK,16,DEMOCRAT,86992,113418
266,1976,NEW YORK,17,DEMOCRAT,89126,135915
267,1976,NEW YORK,18,DEMOCRAT,98813,149422
268,1976,NEW YORK,19,DEMOCRAT,77849,94481
269,1976,NEW YORK,20,DEMOCRAT,82501,110490
270,1976,NEW YORK,21,DEMOCRAT,37184,41883
271,1976,NEW YORK,22,DEMOCRAT,86381,106592
272,1976,NEW YORK,23,REPUBLICAN,78601,173430
273,1976,NEW YORK,24,DEMOCRAT,99761,183012
274,1976,NEW YORK,25,REPUBLICAN,122958,197605
275,1976,NEW YORK,26,REPUBLICAN,120049,183981
276,1976,NEW YORK,27,DEMOCRAT,121763,190674
277,1976,NEW YORK,28,DEMOCRAT,170034,215162
278,1976,NEW YORK,29,REPUBLICAN,96476,214222
279,1976,NEW YORK,30,REPUBLICAN,89493,171515
280,1976,NEW YORK,31,REPUBLICAN,115464,185175
281,1976,NEW YORK,32,DEMOCRAT,101419,185140
282,1976,NEW YORK,33,REPUBLICAN,125163,182755
283,1976,NEW YORK,34,REPUBLICAN,126566,192196
284,1976,NEW YORK,35,REPUBLICAN,120738,187915
285,1976,NEW YORK,36,DEMOCRAT,118765,184947
286,1976,NEW YORK,37,DEMOCRAT,95604,127951
287,1976,NEW YORK,38,REPUBLICAN,151610,212009
288,1976,NEW YORK,39,DEMOCRAT,109986,178004
289,1976,NORTH CAROLINA,1,DEMOCRAT,98611,129956
290,1976,NORTH CAROLINA,2,DEMOCRAT,113368,113368
291,1976,NORTH CAROLINA,3,DEMOCRAT,77193,112282
292,1976,NORTH CAROLINA,4,DEMOCRAT,92165,152082
293,1976,NORTH CAROLINA,5,DEMOCRAT,98789,182164
294,1976,NORTH CAROLINA,6,DEMOCRAT,103851,107811
295,1976,NORTH CAROLINA,7,DEMOCRAT,95463,117418
296,1976,NORTH CAROLINA,8,DEMOCRAT,99296,151081
297,1976,NORTH CAROLINA,9,REPUBLICAN,82297,153788
298,1976,NORTH CAROLINA,10,REPUBLICAN,99882,167072
299,1976,NORTH CAROLINA,11,DEMOCRAT,93857,184405
300,1976,NORTH DAKOTA,0,REPUBLICAN,181018,289881
301,1976,OHIO,1,REPUBLICAN,109789,169516
302,1976,OHIO,2,DEMOCRAT,88178,171637
303,1976,OHIO,3,REPUBLICAN,100871,145374
304,1976,OHIO,4,REPUBLICAN,121173,172957
305,1976,OHIO,5,REPUBLICAN,124910,185214
306,1976,OHIO,6,REPUBLICAN,107064,174131
307,1976,OHIO,7,REPUBLICAN,101027,155782
308,1976,OHIO,8,REPUBLICAN,110775,161357
309,1976,OHIO,9,DEMOCRAT,91040,167969
310,1976,OHIO,10,REPUBLICAN,127147,184904
311,1976,OHIO,11,REPUBLICAN,120716,168264
312,1976,OHIO,12,REPUBLICAN,90987,195840
313,1976,OHIO,13,DEMOCRAT,108061,163683
314,1976,OHIO,14,DEMOCRAT,121652,164188
315,1976,OHIO,15,REPUBLICAN,109630,167371
316,1976,OHIO,16,REPUBLICAN,116374,174091
317,1976,OHIO,17,REPUBLICAN,94874,167042
318,1976,OHIO,18,DEMOCRAT,116901,185834
319,1976,OHIO,19,DEMOCRAT,90386,179895
320,1976,OHIO,20,DEMOCRAT,98785,121976
321,1976,OHIO,21,DEMOCRAT,91903,109626
322,1976,OHIO,22,DEMOCRAT,128535,176723
323,1976,OHIO,23,DEMOCRAT,130576,178380
324,1976,OKLAHOMA,1,DEMOCRAT,100945,187044
325,1976,OKLAHOMA,2,DEMOCRAT,102402,189743
326,1976,OKLAHOMA,3,DEMOCRAT,151271,184565
327,1976,OKLAHOMA,4,DEMOCRAT,116425,155357
328,1976,OKLAHOMA,5,REPUBLICAN,78651,157764
329,1976,OKLAHOMA,6,DEMOCRAT,137498,193451
330,1976,OREGON,1,DEMOCRAT,154844,264000
331,1976,OREGON,2,DEMOCRAT,173313,240761
332,1976,OREGON,3,DEMOCRAT,148503,177051
333,1976,OREGON,4,DEMOCRAT,122475,244852
334,1976,PENNSYLVANIA,1,DEMOCRAT,117087,159205
335,1976,PENNSYLVANIA,2,DEMOCRAT,109855,149369
336,1976,PENNSYLVANIA,3,DEMOCRAT,98627,134818
337,1976,PENNSYLVANIA,4,DEMOCRAT,144890,214590
338,1976,PENNSYLVANIA,5,REPUBLICAN,119682,200981
339,1976,PENNSYLVANIA,6,DEMOCRAT,133624,180998
340,1976,PENNSYLVANIA,7,DEMOCRAT,109436,202351
341,1976,PENNSYLVANIA,8,DEMOCRAT,93855,189623
342,1976,PENNSYLVANIA,9,REPUBLICAN,154359,154359
343,1976,PENNSYLVANIA,10,REPUBLICAN,125218,200143
344,1976,PENNSYLVANIA,11,DEMOCRAT,130175,183796
345,1976,PENNSYLVANIA,12,DEMOCRAT,122504,180993
346,1976,PENNSYLVANIA,13,REPUBLICAN,130705,206140
347,1976,PENNSYLVANIA,14,DEMOCRAT,114472,159644
348,1976,PENNSYLVANIA,15,DEMOCRAT,108844,166890
349,1976,PENNSYLVANIA,16,REPUBLICAN,97527,156455
350,1976,PENNSYLVANIA,17,DEMOCRAT,86158,169864
351,1976,PENNSYLVANIA,18,DEMOCRAT,113787,191381
352,1976,PENNSYLVANIA,19,REPUBLICAN,124098,175784
353,1976,PENNSYLVANIA,20,DEMOCRAT,134961,180055
354,1976,PENNSYLVANIA,21,DEMOCRAT,99160,166923
355,1976,PENNSYLVANIA,22,DEMOCRAT,97036,175416
356,1976,PENNSYLVANIA,23,DEMOCRAT,95821,169462
357,1976,PENNSYLVANIA,24,REPUBLICAN,101048,182526
358,1976,PENNSYLVANIA,25,REPUBLICAN,103632,182489
359,1976,RHODE ISLAND,1,DEMOCRAT,116674,187002
360,1976,RHODE ISLAND,2,DEMOCRAT,154453,201912
361,1976,SOUTH CAROLINA,1,DEMOCRAT,89891,130503
362,1976,SOUTH CAROLINA,2,REPUBLICAN,83426,144995
363,1976,SOUTH CAROLINA,3,DEMOCRAT,117740,117855
364,1976,SOUTH CAROLINA,4,DEMOCRAT,91721,124765
365,1976,SOUTH CAROLINA,5,DEMOCRAT,66073,128510
366,1976,SOUTH CAROLINA,6,DEMOCRAT,75916,136896
367,1976,SOUTH DAKOTA,1,REPUBLICAN,121587,152402
368,1976,SOUTH DAKOTA,2,REPUBLICAN,99601,142569
369,1976,TENNESSEE,1,REPUBLICAN,97781,168734
370,1976,TENNESSEE,2,REPUBLICAN,117256,186707
371,1976,TENNESSEE,3,DEMOCRAT,123872,183569
372,1976,TENNESSEE,4,DEMOCRAT,115392,122723
373,1976,TENNESSEE,5,DEMOCRAT,125830,136151
374,1976,TENNESSEE,6,REPUBLICAN,116905,181375
375,1976,TENNESSEE,7,DEMOCRAT,105684,105699
376,1976,TENNESSEE,8,DEMOCRAT,100683,165954
377,1976,TEXAS,1,DEMOCRAT,135384,161718
378,1976,TEXAS,2,DEMOCRAT,133910,140902
379,1976,TEXAS,3,REPUBLICAN,171343,231413
380,1976,TEXAS,4,DEMOCRAT,105394,168035
381,1976,TEXAS,5,DEMOCRAT,67871,125768
382,1976,TEXAS,6,DEMOCRAT,119025,180534
383,1976,TEXAS,7,REPUBLICAN,193127,193127
384,1976,TEXAS,8,DEMOCRAT,84404,139163
385,1976,TEXAS,9,DEMOCRAT,112945,112945
386,1976,TEXAS,10,DEMOCRAT,160683,209165
387,1976,TEXAS,11,DEMOCRAT,92142,160515
388,1976,TEXAS,12,DEMOCRAT,101814,134259
389,1976,TEXAS,13,DEMOCRAT,101798,171673
390,1976,TEXAS,14,DEMOCRAT,93589,152377
391,1976,TEXAS,15,DEMOCRAT,102837,138283
392,1976,TEXAS,16,DEMOCRAT,71876,124375
393,1976,TEXAS,17,DEMOCRAT,127613,127613
394,1976,TEXAS,18,DEMOCRAT,93953,109876
395,1976,TEXAS,19,DEMOCRAT,87908,160899
396,1976,TEXAS,20,DEMOCRAT,90173,90173
397,1976,TEXAS,21,DEMOCRAT,149395,210300
398,1976,TEXAS,22,DEMOCRAT,96535,192802
399,1976,TEXAS,23,DEMOCRAT,96481,96481
400,1976,TEXAS,24,DEMOCRAT,82743,130522
401,1976,UTAH,1,DEMOCRAT,155631,267531
402,1976,UTAH,2,REPUBLICAN,144861,276300
403,1976,VERMONT,0,REPUBLICAN,124458,184783
404,1976,VIRGINIA,1,REPUBLICAN,71789,147850
405,1976,VIRGINIA,2,REPUBLICAN,79381,120847
406,1976,VIRGINIA,3,DEMOCRAT,129066,146788
407,1976,VIRGINIA,4,REPUBLICAN,74495,140480
408,1976,VIRGINIA,5,DEMOCRAT,101038,101079
409,1976,VIRGINIA,6,REPUBLICAN,90830,145976
410,1976,VIRGINIA,7,REPUBLICAN,115508,141482
411,1976,VIRGINIA,8,DEMOCRAT,83245,161327
412,1976,VIRGINIA,9,REPUBLICAN,96052,167504
413,1976,VIRGINIA,10,DEMOCRAT,103689,189489
414,1976,WASHINGTON,1,REPUBLICAN,161354,224561
415,1976,WASHINGTON,2,DEMOCRAT,107328,217858
416,1976,WASHINGTON,3,DEMOCRAT,145198,205072
417,1976,WASHINGTON,4,DEMOCRAT,115364,199664
418,1976,WASHINGTON,5,DEMOCRAT,120415,207571
419,1976,WASHINGTON,6,DEMOCRAT,137964,187754
420,1976,WASHINGTON,7,DEMOCRAT,133673,183122
421,1976,WEST VIRGINIA,1,DEMOCRAT,108055,186189
422,1976,WEST VIRGINIA,2,DEMOCRAT,145405,197635
423,1976,WEST VIRGINIA,3,DEMOCRAT,128086,128086
424,1976,WEST VIRGINIA,4,DEMOCRAT,73626,161518
425,1976,WISCONSIN,1,DEMOCRAT,136162,209807
426,1976,WISCONSIN,2,DEMOCRAT,155158,236545
427,1976,WISCONSIN,3,DEMOCRAT,139083,239311
428,1976,WISCONSIN,4,DEMOCRAT,172166,172243
429,1976,WISCONSIN,5,DEMOCRAT,134935,173511
430,1976,WISCONSIN,6,REPUBLICAN,139541,220271
431,1976,WISCONSIN,7,DEMOCRAT,171366,233937
432,1976,WISCONSIN,8,DEMOCRAT,115996,228106
433,1976,WISCONSIN,9,REPUBLICAN,163791,248524
434,1976,WYOMING,0,DEMOCRAT,85721,151868
435,1978,ALABAMA,1,REPUBLICAN,71711,112161
436,1978,ALABAMA,2,REPUBLICAN,57924,107265
437,1978,ALABAMA,3,DEMOCRAT,74895,74897
438,1978,ALABAMA,4,DEMOCRAT,87380,87381
439,1978,ALABAMA,5,DEMOCRAT,68985,71236
440,1978,ALABAMA,6,REPUBLICAN,65700,106471
441,1978,ALABAMA,7,DEMOCRAT,77742,82868
442,1978,ALASKA,0,REPUBLICAN,68811,124187
443,1978,ARIZONA,1,REPUBLICAN,81108,114286
444,1978,ARIZONA,2,DEMOCRAT,67878,129197
445,1978,ARIZONA,3,DEMOCRAT,111850,131663
446,1978,ARIZONA,4,REPUBLICAN,90768,143836
447,1978,ARKANSAS,1,DEMOCRAT,1,1
448,1978,ARKANSAS,2,REPUBLICAN,65285,127425
449,1978,ARKANSAS,3,REPUBLICAN,130086,165834
450,1978,ARKANSAS,4,DEMOCRAT,1,1
451,1978,CALIFORNIA,1,DEMOCRAT,125122,210812
452,1978,CALIFORNIA,2,REPUBLICAN,114451,220260
453,1978,CALIFORNIA,3,DEMOCRAT,105537,197503
454,1978,CALIFORNIA,4,DEMOCRAT,87764,158497
455,1978,CALIFORNIA,5,DEMOCRAT,106046,158649
456,1978,CALIFORNIA,6,DEMOCRAT,81801,119768
457,1978,CALIFORNIA,7,DEMOCRAT,109676,172865
458,1978,CALIFORNIA,8,DEMOCRAT,94824,165305
459,1978,CALIFORNIA,9,DEMOCRAT,88179,134879
460,1978,CALIFORNIA,10,DEMOCRAT,84488,125862
461,1978,CALIFORNIA,11,DEMOCRAT,92882,153464
462,1978,CALIFORNIA,12,REPUBLICAN,116982,160085
463,1978,CALIFORNIA,13,DEMOCRAT,100809,175361
464,1978,CALIFORNIA,14,REPUBLICAN,95962,179727
465,1978,CALIFORNIA,15,DEMOCRAT,75212,125126
466,1978,CALIFORNIA,16,DEMOCRAT,104550,170358
