,year,state,congressional_district,party,candidatevotes,totalvotes
0,1976,ALABAMA,1,REPUBLICAN,98257.0,157170.0
1,1976,ALABAMA,2,REPUBLICAN,90069.0,156362.0
2,1976,ALABAMA,3,DEMOCRAT,106935.0,108048.0
3,1976,ALABAMA,4,DEMOCRAT,141490.0,176022.0
4,1976,ALABAMA,5,DEMOCRAT,113553.0,113560.0
5,1976,ALABAMA,6,REPUBLICAN,92113.0,162518.0
6,1976,ALABAMA,7,DEMOCRAT,110496.0,110501.0
7,1976,ALASKA,0,REPUBLICAN,83722.0,118208.0
8,1976,ARIZONA,1,REPUBLICAN,96397.0,168119.0
9,1976,ARIZONA,2,DEMOCRAT,106054.0,182128.0
10,1976,ARIZONA,3,DEMOCRAT,88854.0,187165.0
11,1976,ARIZONA,4,REPUBLICAN,93154.0,191590.0
12,1976,ARKANSAS,1,DEMOCRAT,116217.0,168782.0
13,1976,ARKANSAS,2,DEMOCRAT,144780.0,167607.0
14,1976,ARKANSAS,3,REPUBLICAN,,
15,1976,ARKANSAS,4,DEMOCRAT,,
16,1976,CALIFORNIA,1,DEMOCRAT,160477.0,217016.0
17,1976,CALIFORNIA,2,REPUBLICAN,121290.0,216563.0
18,1976,CALIFORNIA,3,DEMOCRAT,139779.0,191854.0
19,1976,CALIFORNIA,4,DEMOCRAT,75844.0,151037.0
20,1976,CALIFORNIA,5,DEMOCRAT,103746.0,167754.0
21,1976,CALIFORNIA,6,DEMOCRAT,86493.0,130916.0
22,1976,CALIFORNIA,7,DEMOCRAT,147064.0,196816.0
23,1976,CALIFORNIA,8,DEMOCRAT,122342.0,196954.0
24,1976,CALIFORNIA,9,DEMOCRAT,116398.0,164391.0
25,1976,CALIFORNIA,10,DEMOCRAT,111992.0,155443.0
26,1976,CALIFORNIA,11,DEMOCRAT,107618.0,176194.0
27,1976,CALIFORNIA,12,REPUBLICAN,130332.0,196857.0
28,1976,CALIFORNIA,13,DEMOCRAT,135291.0,202611.0
29,1976,CALIFORNIA,14,DEMOCRAT,123285.0,169959.0
30,1976,CALIFORNIA,15,DEMOCRAT,92735.0,128435.0
31,1976,CALIFORNIA,16,DEMOCRAT,104545.0,195705.0
32,1976,CALIFORNIA,17,DEMOCRAT,103898.0,158168.0
33,1976,CALIFORNIA,18,REPUBLICAN,101658.0,158341.0
34,1976,CALIFORNIA,19,REPUBLICAN,124201.0,192923.0
35,1976,CALIFORNIA,20,REPUBLICAN,146158.0,217351.0
36,1976,CALIFORNIA,21,DEMOCRAT,101837.0,153109.0
37,1976,CALIFORNIA,22,REPUBLICAN,114769.0,183312.0
38,1976,CALIFORNIA,23,DEMOCRAT,130619.0,217053.0
39,1976,CALIFORNIA,24,DEMOCRAT,108296.0,159774.0
40,1976,CALIFORNIA,25,DEMOCRAT,57966.0,80625.0
41,1976,CALIFORNIA,26,REPUBLICAN,112619.0,171712.0
42,1976,CALIFORNIA,27,REPUBLICAN,114623.0,209611.0
43,1976,CALIFORNIA,28,DEMOCRAT,114612.0,142915.0
44,1976,CALIFORNIA,29,DEMOCRAT,82515.0,96602.0
45,1976,CALIFORNIA,30,DEMOCRAT,82767.0,111270.0
46,1976,CALIFORNIA,31,DEMOCRAT,83155.0,83155.0
47,1976,CALIFORNIA,32,DEMOCRAT,92034.0,127428.0
48,1976,CALIFORNIA,33,REPUBLICAN,95398.0,173205.0
49,1976,CALIFORNIA,34,DEMOCRAT,100988.0,199135.0
50,1976,CALIFORNIA,35,DEMOCRAT,87472.0,164237.0
51,1976,CALIFORNIA,36,DEMOCRAT,90830.0,147556.0
52,1976,CALIFORNIA,37,REPUBLICAN,133634.0,188007.0
53,1976,CALIFORNIA,38,DEMOCRAT,103317.0,162409.0
54,1976,CALIFORNIA,39,REPUBLICAN,122657.0,209402.0
55,1976,CALIFORNIA,40,REPUBLICAN,148512.0,250644.0
56,1976,CALIFORNIA,41,REPUBLICAN,128784.0,223374.0
57,1976,CALIFORNIA,42,DEMOCRAT,103062.0,135627.0
58,1976,CALIFORNIA,43,REPUBLICAN,173576.0,267051.0
59,1976,COLORADO,1,DEMOCRAT,103037.0,193610.0
60,1976,COLORADO,2,DEMOCRAT,121340.0,240278.0
61,1976,COLORADO,3,DEMOCRAT,89302.0,175232.0
62,1976,COLORADO,4,REPUBLICAN,119458.0,221018.0
63,1976,COLORADO,5,REPUBLICAN,126784.0,190851.0
64,1976,CONNECTICUT,1,DEMOCRAT,128479.0,225076.0
65,1976,CONNECTICUT,2,DEMOCRAT,142684.0,219308.0
66,1976,CONNECTICUT,3,DEMOCRAT,121623.0,222643.0
67,1976,CONNECTICUT,4,REPUBLICAN,126314.0,207058.0
68,1976,CONNECTICUT,5,REPUBLICAN,157009.0,236087.0
69,1976,CONNECTICUT,6,DEMOCRAT,134914.0,238300.0
70,1976,DELAWARE,0,REPUBLICAN,110636.0,215085.0
71,1976,FLORIDA,1,DEMOCRAT,,
72,1976,FLORIDA,2,DEMOCRAT,,
73,1976,FLORIDA,3,DEMOCRAT,,
74,1976,FLORIDA,4,DEMOCRAT,,
75,1976,FLORIDA,5,REPUBLICAN,138371.0,234631.0
76,1976,FLORIDA,6,REPUBLICAN,151371.0,232218.0
77,1976,FLORIDA,7,DEMOCRAT,102739.0,156338.0
78,1976,FLORIDA,8,DEMOCRAT,103360.0,178154.0
79,1976,FLORIDA,9,REPUBLICAN,130509.0,167139.0
80,1976,FLORIDA,10,REPUBLICAN,164273.0,247686.0
81,1976,FLORIDA,11,DEMOCRAT,199031.0,218437.0
82,1976,FLORIDA,12,REPUBLICAN,107268.0,199076.0
83,1976,FLORIDA,13,DEMOCRAT,127822.0,163179.0
84,1976,FLORIDA,14,DEMOCRAT,82665.0,113439.0
85,1976,FLORIDA,15,DEMOCRAT,121292.0,172233.0
86,1976,GEORGIA,1,DEMOCRAT,73826.0,73888.0
87,1976,GEORGIA,2,DEMOCRAT,95807.0,96026.0
88,1976,GEORGIA,3,DEMOCRAT,93174.0,105004.0
89,1976,GEORGIA,4,DEMOCRAT,110261.0,161412.0
90,1976,GEORGIA,5,DEMOCRAT,96056.0,144063.0
91,1976,GEORGIA,6,DEMOCRAT,77532.0,149944.0
92,1976,GEORGIA,7,DEMOCRAT,84587.0,153554.0
93,1976,GEORGIA,8,DEMOCRAT,90559.0,130186.0
94,1976,GEORGIA,9,DEMOCRAT,113245.0,143357.0
95,1976,GEORGIA,10,DEMOCRAT,94782.0,94864.0
96,1976,HAWAII,1,DEMOCRAT,60050.0,137602.0
97,1976,HAWAII,2,DEMOCRAT,124116.0,156099.0
98,1976,IDAHO,1,REPUBLICAN,95833.0,175495.0
99,1976,IDAHO,2,REPUBLICAN,84175.0,166412.0
100,1976,ILLINOIS,1,DEMOCRAT,126632.0,137193.0
101,1976,ILLINOIS,2,DEMOCRAT,127297.0,150335.0
102,1976,ILLINOIS,3,DEMOCRAT,115591.0,196365.0
103,1976,ILLINOIS,4,REPUBLICAN,124847.0,189772.0
104,1976,ILLINOIS,5,DEMOCRAT,119336.0,155092.0
105,1976,ILLINOIS,6,REPUBLICAN,106667.0,176027.0
106,1976,ILLINOIS,7,DEMOCRAT,88239.0,104094.0
107,1976,ILLINOIS,8,DEMOCRAT,105595.0,131107.0
108,1976,ILLINOIS,9,DEMOCRAT,121915.0,168983.0
109,1976,ILLINOIS,10,DEMOCRAT,106804.0,213414.0
110,1976,ILLINOIS,11,DEMOCRAT,135755.0,201440.0
111,1976,ILLINOIS,12,REPUBLICAN,151899.0,208553.0
112,1976,ILLINOIS,13,REPUBLICAN,109726.0,164266.0
113,1976,ILLINOIS,14,REPUBLICAN,176076.0,236588.0
114,1976,ILLINOIS,15,REPUBLICAN,102555.0,190231.0
115,1976,ILLINOIS,16,REPUBLICAN,114324.0,168328.0
116,1976,ILLINOIS,17,REPUBLICAN,113145.0,194365.0
117,1976,ILLINOIS,18,REPUBLICAN,108028.0,187130.0
118,1976,ILLINOIS,19,REPUBLICAN,132571.0,193539.0
119,1976,ILLINOIS,20,REPUBLICAN,137223.0,215857.0
120,1976,ILLINOIS,21,REPUBLICAN,137037.0,184035.0
121,1976,ILLINOIS,22,DEMOCRAT,129187.0,210289.0
122,1976,ILLINOIS,23,DEMOCRAT,128113.0,162938.0
123,1976,ILLINOIS,24,DEMOCRAT,152344.0,226110.0
124,1976,INDIANA,1,DEMOCRAT,121155.0,169911.0
125,1976,INDIANA,2,DEMOCRAT,117617.0,214845.0
126,1976,INDIANA,3,DEMOCRAT,101777.0,178871.0
127,1976,INDIANA,4,REPUBLICAN,107762.0,198183.0
128,1976,INDIANA,5,REPUBLICAN,127194.0,206001.0
129,1976,INDIANA,6,DEMOCRAT,105773.0,192627.0
130,1976,INDIANA,7,REPUBLICAN,130005.0,207360.0
131,1976,INDIANA,8,DEMOCRAT,109013.0,216026.0
132,1976,INDIANA,9,DEMOCRAT,136056.0,136056.0
133,1976,INDIANA,10,DEMOCRAT,114559.0,191449.0
134,1976,INDIANA,11,DEMOCRAT,115895.0,191859.0
135,1976,IOWA,1,REPUBLICAN,109694.0,211204.0
136,1976,IOWA,2,DEMOCRAT,102980.0,204550.0
137,1976,IOWA,3,REPUBLICAN,117957.0,208938.0
138,1976,IOWA,4,DEMOCRAT,145343.0,210356.0
139,1976,IOWA,5,DEMOCRAT,135600.0,209052.0
140,1976,IOWA,6,DEMOCRAT,133507.0,198002.0
141,1976,KANSAS,1,REPUBLICAN,142311.0,194772.0
142,1976,KANSAS,2,DEMOCRAT,88645.0,174861.0
143,1976,KANSAS,3,REPUBLICAN,123578.0,179865.0
144,1976,KANSAS,4,DEMOCRAT,90067.0,179168.0
145,1976,KANSAS,5,REPUBLICAN,109573.0,180625.0
146,1976,KENTUCKY,1,DEMOCRAT,118886.0,144985.0
147,1976,KENTUCKY,2,DEMOCRAT,79016.0,130920.0
148,1976,KENTUCKY,3,DEMOCRAT,80496.0,140744.0
149,1976,KENTUCKY,4,REPUBLICAN,97493.0,174502.0
150,1976,KENTUCKY,5,REPUBLICAN,100204.0,150473.0
151,1976,KENTUCKY,6,DEMOCRAT,90695.0,96493.0
152,1976,KENTUCKY,7,DEMOCRAT,110450.0,150831.0
153,1976,LOUISIANA,1,DEMOCRAT,61652.0,130558.0
154,1976,LOUISIANA,2,DEMOCRAT,85923.0,92827.0
155,1976,LOUISIANA,3,REPUBLICAN,109135.0,148863.0
156,1976,LOUISIANA,4,DEMOCRAT,76406.0,76406.0
157,1976,LOUISIANA,5,DEMOCRAT,83696.0,159270.0
158,1976,LOUISIANA,6,REPUBLICAN,99780.0,152992.0
159,1976,LOUISIANA,7,DEMOCRAT,117196.0,140610.0
160,1976,LOUISIANA,8,DEMOCRAT,106285.0,112811.0
161,1976,MAINE,1,REPUBLICAN,145523.0,253628.0
162,1976,MAINE,2,REPUBLICAN,169292.0,219547.0
163,1976,MARYLAND,1,REPUBLICAN,85919.0,158912.0
164,1976,MARYLAND,2,DEMOCRAT,139196.0,196303.0
165,1976,MARYLAND,3,DEMOCRAT,107014.0,143461.0
166,1976,MARYLAND,4,REPUBLICAN,95158.0,165013.0
167,1976,MARYLAND,5,DEMOCRAT,77836.0,134893.0
168,1976,MARYLAND,6,DEMOCRAT,126801.0,179004.0
169,1976,MARYLAND,7,DEMOCRAT,94991.0,100633.0
170,1976,MARYLAND,8,REPUBLICAN,111274.0,237652.0
171,1976,MASSACHUSETTS,1,REPUBLICAN,137652.0,215870.0
172,1976,MASSACHUSETTS,2,DEMOCRAT,134408.0,185755.0
173,1976,MASSACHUSETTS,3,DEMOCRAT,168520.0,168568.0
174,1976,MASSACHUSETTS,4,DEMOCRAT,109268.0,209835.0
175,1976,MASSACHUSETTS,5,DEMOCRAT,144217.0,214263.0
176,1976,MASSACHUSETTS,6,DEMOCRAT,121562.0,221813.0
177,1976,MASSACHUSETTS,7,DEMOCRAT,162126.0,210809.0
178,1976,MASSACHUSETTS,8,DEMOCRAT,133131.0,178850.0
179,1976,MASSACHUSETTS,9,DEMOCRAT,103901.0,149371.0
180,1976,MASSACHUSETTS,10,REPUBLICAN,176604.0,176691.0
181,1976,MASSACHUSETTS,11,DEMOCRAT,131789.0,191055.0
182,1976,MASSACHUSETTS,12,DEMOCRAT,222418.0,222504.0
183,1976,MICHIGAN,1,DEMOCRAT,126161.0,136582.0
184,1976,MICHIGAN,2,REPUBLICAN,95397.0,191738.0
185,1976,MICHIGAN,3,REPUBLICAN,99231.0,196158.0
186,1976,MICHIGAN,4,REPUBLICAN,107881.0,179737.0
187,1976,MICHIGAN,5,REPUBLICAN,109589.0,205438.0
188,1976,MICHIGAN,6,DEMOCRAT,108909.0,206504.0
189,1976,MICHIGAN,7,DEMOCRAT,124260.0,177582.0
190,1976,MICHIGAN,8,DEMOCRAT,110127.0,186632.0
191,1976,MICHIGAN,9,REPUBLICAN,146712.0,209701.0
192,1976,MICHIGAN,10,REPUBLICAN,118726.0,210184.0
193,1976,MICHIGAN,11,REPUBLICAN,118871.0,217115.0
194,1976,MICHIGAN,12,DEMOCRAT,94815.0,180867.0
195,1976,MICHIGAN,13,DEMOCRAT,83387.0,93687.0
196,1976,MICHIGAN,14,DEMOCRAT,107503.0,161666.0
197,1976,MICHIGAN,15,DEMOCRAT,117313.0,158550.0
198,1976,MICHIGAN,16,DEMOCRAT,121682.0,160344.0
199,1976,MICHIGAN,17,DEMOCRAT,112746.0,175573.0
200,1976,MICHIGAN,18,DEMOCRAT,123113.0,186195.0
201,1976,MICHIGAN,19,REPUBLICAN,131799.0,197645.0
202,1976,MINNESOTA,1,REPUBLICAN,158177.0,231773.0
203,1976,MINNESOTA,2,REPUBLICAN,148322.0,245810.0
204,1976,MINNESOTA,3,REPUBLICAN,149013.0,225459.0
205,1976,MINNESOTA,4,DEMOCRAT,133282.0,200599.0
206,1976,MINNESOTA,5,DEMOCRAT,138213.0,195596.0
207,1976,MINNESOTA,6,DEMOCRAT,147507.0,246708.0
208,1976,MINNESOTA,7,DEMOCRAT,174080.0,241627.0
209,1976,MINNESOTA,8,DEMOCRAT,206755.0,206755.0
210,1976,MISSISSIPPI,1,DEMOCRAT,93687.0,93687.0
211,1976,MISSISSIPPI,2,DEMOCRAT,75092.0,119173.0
212,1976,MISSISSIPPI,3,DEMOCRAT,129088.0,137409.0
213,1976,MISSISSIPPI,4,REPUBLICAN,101132.0,132991.0
214,1976,MISSISSIPPI,5,REPUBLICAN,104554.0,153278.0
215,1976,MISSOURI,1,DEMOCRAT,87310.0,133184.0
216,1976,MISSOURI,2,DEMOCRAT,111568.0,218379.0
217,1976,MISSOURI,3,DEMOCRAT,115109.0,180732.0
218,1976,MISSOURI,4,DEMOCRAT,115955.0,207560.0
219,1976,MISSOURI,5,DEMOCRAT,100876.0,148302.0
220,1976,MISSOURI,6,REPUBLICAN,120969.0,206661.0
221,1976,MISSOURI,7,REPUBLICAN,133656.0,215504.0
222,1976,MISSOURI,8,DEMOCRAT,132386.0,196647.0
223,1976,MISSOURI,9,DEMOCRAT,120325.0,215141.0
224,1976,MISSOURI,10,DEMOCRAT,131675.0,182699.0
225,1976,MONTANA,1,DEMOCRAT,111487.0,167784.0
226,1976,MONTANA,2,REPUBLICAN,84149.0,153121.0
227,1976,NEBRASKA,1,REPUBLICAN,146558.0,200268.0
228,1976,NEBRASKA,2,DEMOCRAT,106296.0,194775.0
229,1976,NEBRASKA,3,REPUBLICAN,150720.0,206765.0
230,1976,NEVADA,0,DEMOCRAT,153996.0,199863.0
231,1976,NEW HAMPSHIRE,1,DEMOCRAT,107806.0,158242.0
232,1976,NEW HAMPSHIRE,2,REPUBLICAN,100911.0,166703.0
233,1976,NEW JERSEY,1,DEMOCRAT,136624.0,194898.0
234,1976,NEW JERSEY,2,DEMOCRAT,141753.0,229668.0
235,1976,NEW JERSEY,3,DEMOCRAT,127164.0,204739.0
236,1976,NEW JERSEY,4,DEMOCRAT,113281.0,170868.0
237,1976,NEW JERSEY,5,REPUBLICAN,137803.0,206106.0
238,1976,NEW JERSEY,6,REPUBLICAN,125920.0,214304.0
239,1976,NEW JERSEY,7,DEMOCRAT,120526.0,213150.0
240,1976,NEW JERSEY,8,DEMOCRAT,108841.0,154196.0
241,1976,NEW JERSEY,9,REPUBLICAN,107454.0,202344.0
242,1976,NEW JERSEY,10,DEMOCRAT,88245.0,106775.0
243,1976,NEW JERSEY,11,DEMOCRAT,129026.0,190808.0
244,1976,NEW JERSEY,12,REPUBLICAN,136973.0,187282.0
245,1976,NEW JERSEY,13,DEMOCRAT,105291.0,209051.0
246,1976,NEW JERSEY,14,DEMOCRAT,73174.0,146768.0
247,1976,NEW JERSEY,15,DEMOCRAT,106170.0,179836.0
248,1976,NEW MEXICO,1,REPUBLICAN,162587.0,225546.0
249,1976,NEW MEXICO,2,DEMOCRAT,123563.0,175694.0
250,1976,NEW YORK,1,DEMOCRAT,129779.0,207468.0
251,1976,NEW YORK,2,DEMOCRAT,90172.0,159902.0
252,1976,NEW YORK,3,DEMOCRAT,94265.0,181439.0
253,1976,NEW YORK,4,REPUBLICAN,91304.0,190029.0
254,1976,NEW YORK,5,REPUBLICAN,98337.0,198234.0
255,1976,NEW YORK,6,DEMOCRAT,104374.0,181947.0
256,1976,NEW YORK,7,DEMOCRAT,82107.0,113373.0
257,1976,NEW YORK,8,DEMOCRAT,98954.0,137861.0
258,1976,NEW YORK,9,DEMOCRAT,53418.0,115195.0
259,1976,NEW YORK,10,DEMOCRAT,69019.0,115962.0
260,1976,NEW YORK,11,DEMOCRAT,84770.0,114458.0
261,1976,NEW YORK,12,DEMOCRAT,41297.0,49632.0
262,1976,NEW YORK,13,DEMOCRAT,102662.0,132224.0
263,1976,NEW YORK,14,DEMOCRAT,51934.0,65591.0
264,1976,NEW YORK,15,DEMOCRAT,59350.0,109487.0
265,1976,NEW YORK,16,DEMOCRAT,86992.0,113418.0
266,1976,NEW YORK,17,DEMOCRAT,89126.0,135915.0
267,1976,NEW YORK,18,DEMOCRAT,98813.0,149422.0
268,1976,NEW YORK,19,DEMOCRAT,77849.0,94481.0
269,1976,NEW YORK,20,DEMOCRAT,82501.0,110490.0
270,1976,NEW YORK,21,DEMOCRAT,37184.0,41883.0
271,1976,NEW YORK,22,DEMOCRAT,86381.0,106592.0
272,1976,NEW YORK,23,REPUBLICAN,78601.0,173430.0
273,1976,NEW YORK,24,DEMOCRAT,99761.0,183012.0
274,1976,NEW YORK,25,REPUBLICAN,122958.0,197605.0
275,1976,NEW YORK,26,REPUBLICAN,120049.0,183981.0
276,1976,NEW YORK,27,DEMOCRAT,121763.0,190674.0
277,1976,NEW YORK,28,DEMOCRAT,170034.0,215162.0
278,1976,NEW YORK,29,REPUBLICAN,96476.0,214222.0
279,1976,NEW YORK,30,REPUBLICAN,89493.0,171515.0
280,1976,NEW YORK,31,REPUBLICAN,115464.0,185175.0
281,1976,NEW YORK,32,DEMOCRAT,101419.0,185140.0
282,1976,NEW YORK,33,REPUBLICAN,125163.0,182755.0
283,1976,NEW YORK,34,REPUBLICAN,126566.0,192196.0
284,1976,NEW YORK,35,REPUBLICAN,120738.0,187915.0
285,1976,NEW YORK,36,DEMOCRAT,118765.0,184947.0
286,1976,NEW YORK,37,DEMOCRAT,95604.0,127951.0
287,1976,NEW YORK,38,REPUBLICAN,151610.0,212009.0
288,1976,NEW YORK,39,DEMOCRAT,109986.0,178004.0
289,1976,NORTH CAROLINA,1,DEMOCRAT,98611.0,129956.0
290,1976,NORTH CAROLINA,2,DEMOCRAT,113368.0,113368.0
291,1976,NORTH CAROLINA,3,DEMOCRAT,77193.0,112282.0
292,1976,NORTH CAROLINA,4,DEMOCRAT,92165.0,152082.0
293,1976,NORTH CAROLINA,5,DEMOCRAT,98789.0,182164.0
294,1976,NORTH CAROLINA,6,DEMOCRAT,103851.0,107811.0
295,1976,NORTH CAROLINA,7,DEMOCRAT,95463.0,117418.0
296,1976,NORTH CAROLINA,8,DEMOCRAT,99296.0,151081.0
297,1976,NORTH CAROLINA,9,REPUBLICAN,82297.0,153788.0
298,1976,NORTH CAROLINA,10,REPUBLICAN,99882.0,167072.0
299,1976,NORTH CAROLINA,11,DEMOCRAT,93857.0,184405.0
300,1976,NORTH DAKOTA,0,REPUBLICAN,181018.0,289881.0
301,1976,OHIO,1,REPUBLICAN,109789.0,169516.0
302,1976,OHIO,2,DEMOCRAT,88178.0,171637.0
303,1976,OHIO,3,REPUBLICAN,100871.0,145374.0
304,1976,OHIO,4,REPUBLICAN,121173.0,172957.0
305,1976,OHIO,5,REPUBLICAN,124910.0,185214.0
306,1976,OHIO,6,REPUBLICAN,107064.0,174131.0
307,1976,OHIO,7,REPUBLICAN,101027.0,155782.0
308,1976,OHIO,8,REPUBLICAN,110775.0,161357.0
309,1976,OHIO,9,DEMOCRAT,91040.0,167969.0
310,1976,OHIO,10,REPUBLICAN,127147.0,184904.0
311,1976,OHIO,11,REPUBLICAN,120716.0,168264.0
312,1976,OHIO,12,REPUBLICAN,90987.0,195840.0
313,1976,OHIO,13,DEMOCRAT,108061.0,163683.0
314,1976,OHIO,14,DEMOCRAT,121652.0,164188.0
315,1976,OHIO,15,REPUBLICAN,109630.0,167371.0
316,1976,OHIO,16,REPUBLICAN,116374.0,174091.0
317,1976,OHIO,17,REPUBLICAN,94874.0,167042.0
318,1976,OHIO,18,DEMOCRAT,116901.0,185834.0
319,1976,OHIO,19,DEMOCRAT,90386.0,179895.0
320,1976,OHIO,20,DEMOCRAT,98785.0,121976.0
321,1976,OHIO,21,DEMOCRAT,91903.0,109626.0
322,1976,OHIO,22,DEMOCRAT,128535.0,176723.0
323,1976,OHIO,23,DEMOCRAT,130576.0,178380.0
324,1976,OKLAHOMA,1,DEMOCRAT,100945.0,187044.0
325,1976,OKLAHOMA,2,DEMOCRAT,102402.0,189743.0
326,1976,OKLAHOMA,3,DEMOCRAT,151271.0,184565.0
327,1976,OKLAHOMA,4,DEMOCRAT,116425.0,155357.0
328,1976,OKLAHOMA,5,REPUBLICAN,78651.0,157764.0
329,1976,OKLAHOMA,6,DEMOCRAT,137498.0,193451.0
330,1976,OREGON,1,DEMOCRAT,154844.0,264000.0
331,1976,OREGON,2,DEMOCRAT,173313.0,240761.0
332,1976,OREGON,3,DEMOCRAT,148503.0,177051.0
333,1976,OREGON,4,DEMOCRAT,122475.0,244852.0
334,1976,PENNSYLVANIA,1,DEMOCRAT,117087.0,159205.0
335,1976,PENNSYLVANIA,2,DEMOCRAT,109855.0,149369.0
336,1976,PENNSYLVANIA,3,DEMOCRAT,98627.0,134818.0
337,1976,PENNSYLVANIA,4,DEMOCRAT,144890.0,214590.0
338,1976,PENNSYLVANIA,5,REPUBLICAN,119682.0,200981.0
339,1976,PENNSYLVANIA,6,DEMOCRAT,133624.0,180998.0
340,1976,PENNSYLVANIA,7,DEMOCRAT,109436.0,202351.0
341,1976,PENNSYLVANIA,8,DEMOCRAT,93855.0,189623.0
342,1976,PENNSYLVANIA,9,REPUBLICAN,154359.0,154359.0
343,1976,PENNSYLVANIA,10,REPUBLICAN,125218.0,200143.0
344,1976,PENNSYLVANIA,11,DEMOCRAT,130175.0,183796.0
345,1976,PENNSYLVANIA,12,DEMOCRAT,122504.0,180993.0
346,1976,PENNSYLVANIA,13,REPUBLICAN,130705.0,206140.0
347,1976,PENNSYLVANIA,14,DEMOCRAT,114472.0,159644.0
348,1976,PENNSYLVANIA,15,DEMOCRAT,108844.0,166890.0
349,1976,PENNSYLVANIA,16,REPUBLICAN,97527.0,156455.0
350,1976,PENNSYLVANIA,17,DEMOCRAT,86158.0,169864.0
351,1976,PENNSYLVANIA,18,DEMOCRAT,113787.0,191381.0
352,1976,PENNSYLVANIA,19,REPUBLICAN,124098.0,175784.0
353,1976,PENNSYLVANIA,20,DEMOCRAT,134961.0,180055.0
354,1976,PENNSYLVANIA,21,DEMOCRAT,99160.0,166923.0
355,1976,PENNSYLVANIA,22,DEMOCRAT,97036.0,175416.0
356,1976,PENNSYLVANIA,23,DEMOCRAT,95821.0,169462.0
357,1976,PENNSYLVANIA,24,REPUBLICAN,101048.0,182526.0
358,1976,PENNSYLVANIA,25,REPUBLICAN,103632.0,182489.0
359,1976,RHODE ISLAND,1,DEMOCRAT,116674.0,187002.0
360,1976,RHODE ISLAND,2,DEMOCRAT,154453.0,201912.0
361,1976,SOUTH CAROLINA,1,DEMOCRAT,89891.0,130503.0
362,1976,SOUTH CAROLINA,2,REPUBLICAN,83426.0,144995.0
363,1976,SOUTH CAROLINA,3,DEMOCRAT,117740.0,117855.0
364,1976,SOUTH CAROLINA,4,DEMOCRAT,91721.0,124765.0
365,1976,SOUTH CAROLINA,5,DEMOCRAT,66073.0,128510.0
366,1976,SOUTH CAROLINA,6,DEMOCRAT,75916.0,136896.0
367,1976,SOUTH DAKOTA,1,REPUBLICAN,121587.0,152402.0
368,1976,SOUTH DAKOTA,2,REPUBLICAN,99601.0,142569.0
369,1976,TENNESSEE,1,REPUBLICAN,97781.0,168734.0
370,1976,TENNESSEE,2,REPUBLICAN,117256.0,186707.0
371,1976,TENNESSEE,3,DEMOCRAT,123872.0,183569.0
372,1976,TENNESSEE,4,DEMOCRAT,115392.0,122723.0
373,1976,TENNESSEE,5,DEMOCRAT,125830.0,136151.0
374,1976,TENNESSEE,6,REPUBLICAN,116905.0,181375.0
375,1976,TENNESSEE,7,DEMOCRAT,105684.0,105699.0
376,1976,TENNESSEE,8,DEMOCRAT,100683.0,165954.0
377,1976,TEXAS,1,DEMOCRAT,135384.0,161718.0
378,1976,TEXAS,2,DEMOCRAT,133910.0,140902.0
379,1976,TEXAS,3,REPUBLICAN,171343.0,231413.0
380,1976,TEXAS,4,DEMOCRAT,105394.0,168035.0
381,1976,TEXAS,5,DEMOCRAT,67871.0,125768.0
382,1976,TEXAS,6,DEMOCRAT,119025.0,180534.0
383,1976,TEXAS,7,REPUBLICAN,193127.0,193127.0
384,1976,TEXAS,8,DEMOCRAT,84404.0,139163.0
385,1976,TEXAS,9,DEMOCRAT,112945.0,112945.0
386,1976,TEXAS,10,DEMOCRAT,160683.0,209165.0
387,1976,TEXAS,11,DEMOCRAT,92142.0,160515.0
388,1976,TEXAS,12,DEMOCRAT,101814.0,134259.0
389,1976,TEXAS,13,DEMOCRAT,101798.0,171673.0
390,1976,TEXAS,14,DEMOCRAT,93589.0,152377.0
391,1976,TEXAS,15,DEMOCRAT,102837.0,138283.0
392,1976,TEXAS,16,DEMOCRAT,71876.0,124375.0
393,1976,TEXAS,17,DEMOCRAT,127613.0,127613.0
394,1976,TEXAS,18,DEMOCRAT,93953.0,109876.0
395,1976,TEXAS,19,DEMOCRAT,87908.0,160899.0
396,1976,TEXAS,20,DEMOCRAT,90173.0,90173.0
397,1976,TEXAS,21,DEMOCRAT,149395.0,210300.0
398,1976,TEXAS,22,DEMOCRAT,96535.0,192802.0
399,1976,TEXAS,23,DEMOCRAT,96481.0,96481.0
400,1976,TEXAS,24,DEMOCRAT,82743.0,130522.0
401,1976,UTAH,1,DEMOCRAT,155631.0,267531.0
402,1976,UTAH,2,REPUBLICAN,144861.0,276300.0
403,1976,VERMONT,0,REPUBLICAN,124458.0,184783.0
404,1976,VIRGINIA,1,REPUBLICAN,71789.0,147850.0
405,1976,VIRGINIA,2,REPUBLICAN,79381.0,120847.0
406,1976,VIRGINIA,3,DEMOCRAT,129066.0,146788.0
407,1976,VIRGINIA,4,REPUBLICAN,74495.0,140480.0
408,1976,VIRGINIA,5,DEMOCRAT,101038.0,101079.0
409,1976,VIRGINIA,6,REPUBLICAN,90830.0,145976.0
410,1976,VIRGINIA,7,REPUBLICAN,115508.0,141482.0
411,1976,VIRGINIA,8,DEMOCRAT,83245.0,161327.0
412,1976,VIRGINIA,9,REPUBLICAN,96052.0,167504.0
